,CBSA,AGE,FEMALE,MALE,TOTAL,NAME,INTPTLAT,INTPTLONG,POPESTIMATE
7575,39300,50-54,57538,55372,112910,"Providence-Warwick, RI-MA",41.70684,-71.286687,1675774
7576,39300,55-59,61937,59179,121116,"Providence-Warwick, RI-MA",41.70684,-71.286687,1675774
7577,39300,60-64,60762,56406,117168,"Providence-Warwick, RI-MA",41.70684,-71.286687,1675774
7578,39300,65+,167428,132753,300181,"Providence-Warwick, RI-MA",41.70684,-71.286687,1675774
7579,39340,15-19,33246,33337,66583,"Provo-Orem, UT",39.872067,-112.359059,697141
7580,39340,20-24,41970,43722,85692,"Provo-Orem, UT",39.872067,-112.359059,697141
7581,39340,25-29,28086,30759,58845,"Provo-Orem, UT",39.872067,-112.359059,697141
7582,39340,30-34,22106,23030,45136,"Provo-Orem, UT",39.872067,-112.359059,697141
7583,39340,35-39,21227,22089,43316,"Provo-Orem, UT",39.872067,-112.359059,697141
7584,39340,40-44,21777,22871,44648,"Provo-Orem, UT",39.872067,-112.359059,697141
7585,39340,45-49,17182,17928,35110,"Provo-Orem, UT",39.872067,-112.359059,697141
7586,39340,50-54,14029,14664,28693,"Provo-Orem, UT",39.872067,-112.359059,697141
7587,39340,55-59,12008,12415,24423,"Provo-Orem, UT",39.872067,-112.359059,697141
7588,39340,60-64,11488,11317,22805,"Provo-Orem, UT",39.872067,-112.359059,697141
7589,39340,65+,29600,25727,55327,"Provo-Orem, UT",39.872067,-112.359059,697141
7590,39380,15-19,5312,5771,11083,"Pueblo, CO",38.162765,-104.484668,169622
7591,39380,20-24,4953,5353,10306,"Pueblo, CO",38.162765,-104.484668,169622
7592,39380,25-29,5411,5687,11098,"Pueblo, CO",38.162765,-104.484668,169622
7593,39380,30-34,5557,5653,11210,"Pueblo, CO",38.162765,-104.484668,169622
7594,39380,35-39,5456,5542,10998,"Pueblo, CO",38.162765,-104.484668,169622
7595,39380,40-44,5202,5280,10482,"Pueblo, CO",38.162765,-104.484668,169622
7596,39380,45-49,4705,4764,9469,"Pueblo, CO",38.162765,-104.484668,169622
7597,39380,50-54,4959,4969,9928,"Pueblo, CO",38.162765,-104.484668,169622
7598,39380,55-59,5361,5187,10548,"Pueblo, CO",38.162765,-104.484668,169622
7599,39380,60-64,5891,5354,11245,"Pueblo, CO",38.162765,-104.484668,169622
7600,39380,65+,17674,14710,32384,"Pueblo, CO",38.162765,-104.484668,169622
7601,39420,15-19,3281,3042,6323,"Pullman, WA",46.905944,-117.53539,47873
7602,39420,20-24,5410,5752,11162,"Pullman, WA",46.905944,-117.53539,47873
7603,39420,25-29,1741,1944,3685,"Pullman, WA",46.905944,-117.53539,47873
7604,39420,30-34,1319,1648,2967,"Pullman, WA",46.905944,-117.53539,47873
7605,39420,35-39,1133,1303,2436,"Pullman, WA",46.905944,-117.53539,47873
7606,39420,40-44,1070,1110,2180,"Pullman, WA",46.905944,-117.53539,47873
7607,39420,45-49,906,910,1816,"Pullman, WA",46.905944,-117.53539,47873
7608,39420,50-54,904,932,1836,"Pullman, WA",46.905944,-117.53539,47873
7609,39420,55-59,999,969,1968,"Pullman, WA",46.905944,-117.53539,47873
7610,39420,60-64,1069,1096,2165,"Pullman, WA",46.905944,-117.53539,47873
7611,39420,65+,2786,2565,5351,"Pullman, WA",46.905944,-117.53539,47873
7612,39460,15-19,3227,3581,6808,"Punta Gorda, FL",26.906396,-82.003657,194843
7613,39460,20-24,3195,3736,6931,"Punta Gorda, FL",26.906396,-82.003657,194843
7614,39460,25-29,3525,3932,7457,"Punta Gorda, FL",26.906396,-82.003657,194843
7615,39460,30-34,3668,4054,7722,"Punta Gorda, FL",26.906396,-82.003657,194843
7616,39460,35-39,3733,3883,7616,"Punta Gorda, FL",26.906396,-82.003657,194843
7617,39460,40-44,3698,3849,7547,"Punta Gorda, FL",26.906396,-82.003657,194843
7618,39460,45-49,4113,3902,8015,"Punta Gorda, FL",26.906396,-82.003657,194843
7619,39460,50-54,5895,5109,11004,"Punta Gorda, FL",26.906396,-82.003657,194843
7620,39460,55-59,8003,6926,14929,"Punta Gorda, FL",26.906396,-82.003657,194843
7621,39460,60-64,10192,8932,19124,"Punta Gorda, FL",26.906396,-82.003657,194843
7622,39460,65+,40903,38090,78993,"Punta Gorda, FL",26.906396,-82.003657,194843
7623,39500,15-19,2300,2442,4742,"Quincy, IL-MO",40.027165,-91.389838,74954
7624,39500,20-24,2148,2279,4427,"Quincy, IL-MO",40.027165,-91.389838,74954
7625,39500,25-29,2090,2139,4229,"Quincy, IL-MO",40.027165,-91.389838,74954
7626,39500,30-34,2271,2238,4509,"Quincy, IL-MO",40.027165,-91.389838,74954
7627,39500,35-39,2257,2272,4529,"Quincy, IL-MO",40.027165,-91.389838,74954
7628,39500,40-44,2134,2225,4359,"Quincy, IL-MO",40.027165,-91.389838,74954
7629,39500,45-49,1948,2007,3955,"Quincy, IL-MO",40.027165,-91.389838,74954
7630,39500,50-54,2266,2170,4436,"Quincy, IL-MO",40.027165,-91.389838,74954
7631,39500,55-59,2538,2540,5078,"Quincy, IL-MO",40.027165,-91.389838,74954
7632,39500,60-64,2683,2633,5316,"Quincy, IL-MO",40.027165,-91.389838,74954
7633,39500,65+,8329,7069,15398,"Quincy, IL-MO",40.027165,-91.389838,74954
7634,39540,15-19,6020,6386,12406,"Racine, WI",42.780392,-87.771599,196896
7635,39540,20-24,5532,6316,11848,"Racine, WI",42.780392,-87.771599,196896
7636,39540,25-29,5666,6137,11803,"Racine, WI",42.780392,-87.771599,196896
7637,39540,30-34,5787,5954,11741,"Racine, WI",42.780392,-87.771599,196896
7638,39540,35-39,6205,6270,12475,"Racine, WI",42.780392,-87.771599,196896
7639,39540,40-44,6048,6135,12183,"Racine, WI",42.780392,-87.771599,196896
7640,39540,45-49,5543,5799,11342,"Racine, WI",42.780392,-87.771599,196896
7641,39540,50-54,6562,6428,12990,"Racine, WI",42.780392,-87.771599,196896
7642,39540,55-59,7294,7272,14566,"Racine, WI",42.780392,-87.771599,196896
7643,39540,60-64,7199,6975,14174,"Racine, WI",42.780392,-87.771599,196896
7644,39540,65+,18720,15670,34390,"Racine, WI",42.780392,-87.771599,196896
7645,39580,15-19,49273,51247,100520,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7646,39580,20-24,44356,43773,88129,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7647,39580,25-29,50445,48807,99252,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7648,39580,30-34,54163,51830,105993,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7649,39580,35-39,54072,52126,106198,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7650,39580,40-44,54086,51761,105847,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7651,39580,45-49,51459,50551,102010,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7652,39580,50-54,51279,50746,102025,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7653,39580,55-59,46902,45538,92440,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7654,39580,60-64,41807,39182,80989,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7655,39580,65+,105374,82705,188079,"Raleigh-Cary, NC",35.756746,-78.460441,1448411
7656,39660,15-19,4007,4624,8631,"Rapid City, SD",44.314673,-102.785719,141979
7657,39660,20-24,3883,5001,8884,"Rapid City, SD",44.314673,-102.785719,141979
7658,39660,25-29,4320,4965,9285,"Rapid City, SD",44.314673,-102.785719,141979
7659,39660,30-34,4638,4822,9460,"Rapid City, SD",44.314673,-102.785719,141979
7660,39660,35-39,4440,4690,9130,"Rapid City, SD",44.314673,-102.785719,141979
7661,39660,40-44,4180,4302,8482,"Rapid City, SD",44.314673,-102.785719,141979
7662,39660,45-49,3585,3718,7303,"Rapid City, SD",44.314673,-102.785719,141979
7663,39660,50-54,3779,3847,7626,"Rapid City, SD",44.314673,-102.785719,141979
7664,39660,55-59,4675,4616,9291,"Rapid City, SD",44.314673,-102.785719,141979
7665,39660,60-64,5362,5411,10773,"Rapid City, SD",44.314673,-102.785719,141979
7666,39660,65+,13710,12788,26498,"Rapid City, SD",44.314673,-102.785719,141979
7667,39700,15-19,680,850,1530,"Raymondville, TX",26.481861,-97.594731,20316
7668,39700,20-24,646,1241,1887,"Raymondville, TX",26.481861,-97.594731,20316
7669,39700,25-29,636,1195,1831,"Raymondville, TX",26.481861,-97.594731,20316
7670,39700,30-34,532,995,1527,"Raymondville, TX",26.481861,-97.594731,20316
7671,39700,35-39,523,945,1468,"Raymondville, TX",26.481861,-97.594731,20316
7672,39700,40-44,518,772,1290,"Raymondville, TX",26.481861,-97.594731,20316
7673,39700,45-49,492,656,1148,"Raymondville, TX",26.481861,-97.594731,20316
7674,39700,50-54,472,545,1017,"Raymondville, TX",26.481861,-97.594731,20316
7675,39700,55-59,497,419,916,"Raymondville, TX",26.481861,-97.594731,20316
7676,39700,60-64,465,475,940,"Raymondville, TX",26.481861,-97.594731,20316
7677,39700,65+,1562,1276,2838,"Raymondville, TX",26.481861,-97.594731,20316
7678,39740,15-19,14890,15212,30102,"Reading, PA",40.413957,-75.92686,429342
7679,39740,20-24,13531,13832,27363,"Reading, PA",40.413957,-75.92686,429342
7680,39740,25-29,12696,13507,26203,"Reading, PA",40.413957,-75.92686,429342
7681,39740,30-34,13524,13940,27464,"Reading, PA",40.413957,-75.92686,429342
7682,39740,35-39,13174,13165,26339,"Reading, PA",40.413957,-75.92686,429342
7683,39740,40-44,12695,12615,25310,"Reading, PA",40.413957,-75.92686,429342
7684,39740,45-49,12473,12354,24827,"Reading, PA",40.413957,-75.92686,429342
7685,39740,50-54,14140,14029,28169,"Reading, PA",40.413957,-75.92686,429342
7686,39740,55-59,15383,15241,30624,"Reading, PA",40.413957,-75.92686,429342
7687,39740,60-64,14474,14611,29085,"Reading, PA",40.413957,-75.92686,429342
7688,39740,65+,41541,34563,76104,"Reading, PA",40.413957,-75.92686,429342
7689,39780,15-19,1990,2224,4214,"Red Bluff, CA",40.126157,-122.232274,65498
7690,39780,20-24,1719,1713,3432,"Red Bluff, CA",40.126157,-122.232274,65498
7691,39780,25-29,1874,1958,3832,"Red Bluff, CA",40.126157,-122.232274,65498
7692,39780,30-34,1964,2007,3971,"Red Bluff, CA",40.126157,-122.232274,65498
7693,39780,35-39,1922,2039,3961,"Red Bluff, CA",40.126157,-122.232274,65498
7694,39780,40-44,1845,1863,3708,"Red Bluff, CA",40.126157,-122.232274,65498
7695,39780,45-49,1654,1777,3431,"Red Bluff, CA",40.126157,-122.232274,65498
7696,39780,50-54,1830,1868,3698,"Red Bluff, CA",40.126157,-122.232274,65498
7697,39780,55-59,2321,2147,4468,"Red Bluff, CA",40.126157,-122.232274,65498
7698,39780,60-64,2382,2278,4660,"Red Bluff, CA",40.126157,-122.232274,65498
7699,39780,65+,7012,6204,13216,"Red Bluff, CA",40.126157,-122.232274,65498
7700,39820,15-19,5207,5501,10708,"Redding, CA",40.760514,-122.043556,182139
7701,39820,20-24,4617,5067,9684,"Redding, CA",40.760514,-122.043556,182139
7702,39820,25-29,5329,5561,10890,"Redding, CA",40.760514,-122.043556,182139
7703,39820,30-34,6100,6084,12184,"Redding, CA",40.760514,-122.043556,182139
7704,39820,35-39,5944,5996,11940,"Redding, CA",40.760514,-122.043556,182139
7705,39820,40-44,5248,5434,10682,"Redding, CA",40.760514,-122.043556,182139
7706,39820,45-49,4603,4600,9203,"Redding, CA",40.760514,-122.043556,182139
7707,39820,50-54,5416,5120,10536,"Redding, CA",40.760514,-122.043556,182139
7708,39820,55-59,6287,5822,12109,"Redding, CA",40.760514,-122.043556,182139
7709,39820,60-64,6805,6273,13078,"Redding, CA",40.760514,-122.043556,182139
7710,39820,65+,20662,17655,38317,"Redding, CA",40.760514,-122.043556,182139
7711,39860,15-19,1346,1533,2879,"Red Wing, MN",44.406178,-92.716,47968
7712,39860,20-24,1162,1218,2380,"Red Wing, MN",44.406178,-92.716,47968
7713,39860,25-29,1303,1360,2663,"Red Wing, MN",44.406178,-92.716,47968
7714,39860,30-34,1310,1406,2716,"Red Wing, MN",44.406178,-92.716,47968
7715,39860,35-39,1535,1542,3077,"Red Wing, MN",44.406178,-92.716,47968
7716,39860,40-44,1442,1463,2905,"Red Wing, MN",44.406178,-92.716,47968
7717,39860,45-49,1308,1349,2657,"Red Wing, MN",44.406178,-92.716,47968
7718,39860,50-54,1422,1465,2887,"Red Wing, MN",44.406178,-92.716,47968
7719,39860,55-59,1791,1779,3570,"Red Wing, MN",44.406178,-92.716,47968
7720,39860,60-64,1847,1870,3717,"Red Wing, MN",44.406178,-92.716,47968
7721,39860,65+,5270,4570,9840,"Red Wing, MN",44.406178,-92.716,47968
7722,39900,15-19,14277,15201,29478,"Reno, NV",40.500795,-119.731161,497535
7723,39900,20-24,15227,15974,31201,"Reno, NV",40.500795,-119.731161,497535
7724,39900,25-29,17691,18922,36613,"Reno, NV",40.500795,-119.731161,497535
7725,39900,30-34,18387,19970,38357,"Reno, NV",40.500795,-119.731161,497535
7726,39900,35-39,16597,18013,34610,"Reno, NV",40.500795,-119.731161,497535
7727,39900,40-44,14942,15582,30524,"Reno, NV",40.500795,-119.731161,497535
7728,39900,45-49,13779,14434,28213,"Reno, NV",40.500795,-119.731161,497535
7729,39900,50-54,15011,16062,31073,"Reno, NV",40.500795,-119.731161,497535
7730,39900,55-59,15873,16032,31905,"Reno, NV",40.500795,-119.731161,497535
7731,39900,60-64,16243,16363,32606,"Reno, NV",40.500795,-119.731161,497535
7732,39900,65+,44840,41317,86157,"Reno, NV",40.500795,-119.731161,497535
7733,39940,15-19,4089,3006,7095,"Rexburg, ID",44.142753,-111.508107,67473
7734,39940,20-24,6081,6831,12912,"Rexburg, ID",44.142753,-111.508107,67473
7735,39940,25-29,2861,3896,6757,"Rexburg, ID",44.142753,-111.508107,67473
7736,39940,30-34,1509,1748,3257,"Rexburg, ID",44.142753,-111.508107,67473
7737,39940,35-39,1465,1574,3039,"Rexburg, ID",44.142753,-111.508107,67473
7738,39940,40-44,1455,1651,3106,"Rexburg, ID",44.142753,-111.508107,67473
7739,39940,45-49,1304,1393,2697,"Rexburg, ID",44.142753,-111.508107,67473
7740,39940,50-54,1198,1246,2444,"Rexburg, ID",44.142753,-111.508107,67473
7741,39940,55-59,1230,1289,2519,"Rexburg, ID",44.142753,-111.508107,67473
7742,39940,60-64,1322,1304,2626,"Rexburg, ID",44.142753,-111.508107,67473
7743,39940,65+,3360,3223,6583,"Rexburg, ID",44.142753,-111.508107,67473
7744,39980,15-19,2110,2245,4355,"Richmond, IN",39.863091,-85.006735,66456
7745,39980,20-24,2237,2248,4485,"Richmond, IN",39.863091,-85.006735,66456
7746,39980,25-29,1924,2014,3938,"Richmond, IN",39.863091,-85.006735,66456
7747,39980,30-34,1902,1915,3817,"Richmond, IN",39.863091,-85.006735,66456
7748,39980,35-39,1933,1812,3745,"Richmond, IN",39.863091,-85.006735,66456
7749,39980,40-44,1932,1911,3843,"Richmond, IN",39.863091,-85.006735,66456
7750,39980,45-49,1920,1953,3873,"Richmond, IN",39.863091,-85.006735,66456
7751,39980,50-54,2152,2106,4258,"Richmond, IN",39.863091,-85.006735,66456
7752,39980,55-59,2318,2231,4549,"Richmond, IN",39.863091,-85.006735,66456
7753,39980,60-64,2298,2236,4534,"Richmond, IN",39.863091,-85.006735,66456
7754,39980,65+,7291,5568,12859,"Richmond, IN",39.863091,-85.006735,66456
7755,40060,15-19,40959,41838,82797,"Richmond, VA",37.411324,-77.441816,1324062
7756,40060,20-24,40180,39388,79568,"Richmond, VA",37.411324,-77.441816,1324062
7757,40060,25-29,47250,45696,92946,"Richmond, VA",37.411324,-77.441816,1324062
7758,40060,30-34,50219,47908,98127,"Richmond, VA",37.411324,-77.441816,1324062
7759,40060,35-39,46745,46163,92908,"Richmond, VA",37.411324,-77.441816,1324062
7760,40060,40-44,43059,41962,85021,"Richmond, VA",37.411324,-77.441816,1324062
7761,40060,45-49,40217,38378,78595,"Richmond, VA",37.411324,-77.441816,1324062
7762,40060,50-54,44138,41994,86132,"Richmond, VA",37.411324,-77.441816,1324062
7763,40060,55-59,46895,43026,89921,"Richmond, VA",37.411324,-77.441816,1324062
7764,40060,60-64,46017,40713,86730,"Richmond, VA",37.411324,-77.441816,1324062
7765,40060,65+,122265,95434,217699,"Richmond, VA",37.411324,-77.441816,1324062
7766,40080,15-19,4783,4337,9120,"Richmond-Berea, KY",37.717206,-84.168436,108758
7767,40080,20-24,6201,5795,11996,"Richmond-Berea, KY",37.717206,-84.168436,108758
7768,40080,25-29,3618,3819,7437,"Richmond-Berea, KY",37.717206,-84.168436,108758
7769,40080,30-34,3239,3323,6562,"Richmond-Berea, KY",37.717206,-84.168436,108758
7770,40080,35-39,3140,3048,6188,"Richmond-Berea, KY",37.717206,-84.168436,108758
7771,40080,40-44,3250,3356,6606,"Richmond-Berea, KY",37.717206,-84.168436,108758
7772,40080,45-49,3226,3131,6357,"Richmond-Berea, KY",37.717206,-84.168436,108758
7773,40080,50-54,3419,3315,6734,"Richmond-Berea, KY",37.717206,-84.168436,108758
7774,40080,55-59,3426,3223,6649,"Richmond-Berea, KY",37.717206,-84.168436,108758
7775,40080,60-64,3251,2982,6233,"Richmond-Berea, KY",37.717206,-84.168436,108758
7776,40080,65+,8965,7219,16184,"Richmond-Berea, KY",37.717206,-84.168436,108758
7777,40100,15-19,2819,2742,5561,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7778,40100,20-24,2566,2677,5243,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7779,40100,25-29,2397,2459,4856,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7780,40100,30-34,1934,2186,4120,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7781,40100,35-39,1894,2034,3928,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7782,40100,40-44,1894,1846,3740,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7783,40100,45-49,1905,1837,3742,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7784,40100,50-54,1909,1724,3633,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7785,40100,55-59,1634,1375,3009,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7786,40100,60-64,1467,1220,2687,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7787,40100,65+,4235,3261,7496,"Rio Grande City-Roma, TX",26.530903,-98.740235,66049
7788,40140,15-19,164506,173867,338373,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7789,40140,20-24,154792,163281,318073,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7790,40140,25-29,164275,172025,336300,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7791,40140,30-34,167458,174401,341859,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7792,40140,35-39,158194,166346,324540,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7793,40140,40-44,149805,152805,302610,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7794,40140,45-49,140487,139711,280198,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7795,40140,50-54,140108,142294,282402,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7796,40140,55-59,138080,137953,276033,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7797,40140,60-64,130291,127801,258092,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7798,40140,65+,341013,289350,630363,"Riverside-San Bernardino-Ontario, CA",34.538476,-116.134541,4653105
7799,40180,15-19,1264,1413,2677,"Riverton, WY",43.054831,-108.608935,39336
7800,40180,20-24,978,1142,2120,"Riverton, WY",43.054831,-108.608935,39336
7801,40180,25-29,1017,1042,2059,"Riverton, WY",43.054831,-108.608935,39336
7802,40180,30-34,1144,1161,2305,"Riverton, WY",43.054831,-108.608935,39336
7803,40180,35-39,1271,1247,2518,"Riverton, WY",43.054831,-108.608935,39336
7804,40180,40-44,1130,1206,2336,"Riverton, WY",43.054831,-108.608935,39336
7805,40180,45-49,972,1020,1992,"Riverton, WY",43.054831,-108.608935,39336
7806,40180,50-54,1073,1128,2201,"Riverton, WY",43.054831,-108.608935,39336
7807,40180,55-59,1167,1220,2387,"Riverton, WY",43.054831,-108.608935,39336
7808,40180,60-64,1427,1398,2825,"Riverton, WY",43.054831,-108.608935,39336
7809,40180,65+,4031,3663,7694,"Riverton, WY",43.054831,-108.608935,39336
7810,40220,15-19,9231,9471,18702,"Roanoke, VA",37.286226,-79.946935,314496
7811,40220,20-24,8918,8718,17636,"Roanoke, VA",37.286226,-79.946935,314496
7812,40220,25-29,9628,9432,19060,"Roanoke, VA",37.286226,-79.946935,314496
7813,40220,30-34,10001,9558,19559,"Roanoke, VA",37.286226,-79.946935,314496
7814,40220,35-39,9392,9437,18829,"Roanoke, VA",37.286226,-79.946935,314496
7815,40220,40-44,9228,8961,18189,"Roanoke, VA",37.286226,-79.946935,314496
7816,40220,45-49,9366,9149,18515,"Roanoke, VA",37.286226,-79.946935,314496
7817,40220,50-54,10536,10422,20958,"Roanoke, VA",37.286226,-79.946935,314496
7818,40220,55-59,11507,11014,22521,"Roanoke, VA",37.286226,-79.946935,314496
7819,40220,60-64,11603,11015,22618,"Roanoke, VA",37.286226,-79.946935,314496
7820,40220,65+,36745,29123,65868,"Roanoke, VA",37.286226,-79.946935,314496
7821,40260,15-19,1776,1958,3734,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7822,40260,20-24,1641,1726,3367,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7823,40260,25-29,1713,1872,3585,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7824,40260,30-34,1877,1889,3766,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7825,40260,35-39,1710,1702,3412,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7826,40260,40-44,1691,1714,3405,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7827,40260,45-49,1769,1658,3427,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7828,40260,50-54,2120,1997,4117,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7829,40260,55-59,2631,2418,5049,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7830,40260,60-64,2763,2456,5219,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7831,40260,65+,8728,6676,15404,"Roanoke Rapids, NC",36.320576,-77.542757,65401
7832,40300,15-19,1595,1666,3261,"Rochelle, IL",42.041884,-89.320176,51449
7833,40300,20-24,1371,1394,2765,"Rochelle, IL",42.041884,-89.320176,51449
7834,40300,25-29,1394,1480,2874,"Rochelle, IL",42.041884,-89.320176,51449
7835,40300,30-34,1490,1497,2987,"Rochelle, IL",42.041884,-89.320176,51449
7836,40300,35-39,1566,1584,3150,"Rochelle, IL",42.041884,-89.320176,51449
7837,40300,40-44,1501,1583,3084,"Rochelle, IL",42.041884,-89.320176,51449
7838,40300,45-49,1466,1509,2975,"Rochelle, IL",42.041884,-89.320176,51449
7839,40300,50-54,1709,1740,3449,"Rochelle, IL",42.041884,-89.320176,51449
7840,40300,55-59,1822,1943,3765,"Rochelle, IL",42.041884,-89.320176,51449
7841,40300,60-64,1958,1899,3857,"Rochelle, IL",42.041884,-89.320176,51449
7842,40300,65+,5257,4701,9958,"Rochelle, IL",42.041884,-89.320176,51449
7843,40340,15-19,7028,7386,14414,"Rochester, MN",43.94981,-92.33066,227151
7844,40340,20-24,6354,6008,12362,"Rochester, MN",43.94981,-92.33066,227151
7845,40340,25-29,7921,7143,15064,"Rochester, MN",43.94981,-92.33066,227151
7846,40340,30-34,7568,7472,15040,"Rochester, MN",43.94981,-92.33066,227151
7847,40340,35-39,7953,8039,15992,"Rochester, MN",43.94981,-92.33066,227151
7848,40340,40-44,7198,7496,14694,"Rochester, MN",43.94981,-92.33066,227151
7849,40340,45-49,6130,6412,12542,"Rochester, MN",43.94981,-92.33066,227151
7850,40340,50-54,6408,6620,13028,"Rochester, MN",43.94981,-92.33066,227151
7851,40340,55-59,7299,7148,14447,"Rochester, MN",43.94981,-92.33066,227151
7852,40340,60-64,7728,7414,15142,"Rochester, MN",43.94981,-92.33066,227151
7853,40340,65+,21144,17852,38996,"Rochester, MN",43.94981,-92.33066,227151
7854,40380,15-19,35231,36339,71570,"Rochester, NY",43.148038,-77.523257,1084973
7855,40380,20-24,35936,35574,71510,"Rochester, NY",43.148038,-77.523257,1084973
7856,40380,25-29,34628,35086,69714,"Rochester, NY",43.148038,-77.523257,1084973
7857,40380,30-34,36231,36397,72628,"Rochester, NY",43.148038,-77.523257,1084973
7858,40380,35-39,34647,33994,68641,"Rochester, NY",43.148038,-77.523257,1084973
7859,40380,40-44,31415,30473,61888,"Rochester, NY",43.148038,-77.523257,1084973
7860,40380,45-49,29646,28157,57803,"Rochester, NY",43.148038,-77.523257,1084973
7861,40380,50-54,35696,34457,70153,"Rochester, NY",43.148038,-77.523257,1084973
7862,40380,55-59,39731,37519,77250,"Rochester, NY",43.148038,-77.523257,1084973
7863,40380,60-64,39959,38060,78019,"Rochester, NY",43.148038,-77.523257,1084973
7864,40380,65+,112714,92518,205232,"Rochester, NY",43.148038,-77.523257,1084973
7865,40420,15-19,10717,11451,22168,"Rockford, IL",42.331183,-89.042914,336278
7866,40420,20-24,9996,10191,20187,"Rockford, IL",42.331183,-89.042914,336278
7867,40420,25-29,10587,10302,20889,"Rockford, IL",42.331183,-89.042914,336278
7868,40420,30-34,10585,10033,20618,"Rockford, IL",42.331183,-89.042914,336278
7869,40420,35-39,10343,9938,20281,"Rockford, IL",42.331183,-89.042914,336278
7870,40420,40-44,10109,9829,19938,"Rockford, IL",42.331183,-89.042914,336278
7871,40420,45-49,9919,9880,19799,"Rockford, IL",42.331183,-89.042914,336278
7872,40420,50-54,10901,10884,21785,"Rockford, IL",42.331183,-89.042914,336278
7873,40420,55-59,11433,11238,22671,"Rockford, IL",42.331183,-89.042914,336278
7874,40420,60-64,11396,11079,22475,"Rockford, IL",42.331183,-89.042914,336278
7875,40420,65+,33145,27479,60624,"Rockford, IL",42.331183,-89.042914,336278
7876,40460,15-19,1347,1408,2755,"Rockingham, NC",35.004636,-79.755695,42724
7877,40460,20-24,1203,1436,2639,"Rockingham, NC",35.004636,-79.755695,42724
7878,40460,25-29,1377,1331,2708,"Rockingham, NC",35.004636,-79.755695,42724
7879,40460,30-34,1346,1263,2609,"Rockingham, NC",35.004636,-79.755695,42724
7880,40460,35-39,1166,1084,2250,"Rockingham, NC",35.004636,-79.755695,42724
7881,40460,40-44,1300,1228,2528,"Rockingham, NC",35.004636,-79.755695,42724
7882,40460,45-49,1392,1238,2630,"Rockingham, NC",35.004636,-79.755695,42724
7883,40460,50-54,1415,1417,2832,"Rockingham, NC",35.004636,-79.755695,42724
7884,40460,55-59,1414,1423,2837,"Rockingham, NC",35.004636,-79.755695,42724
7885,40460,60-64,1472,1392,2864,"Rockingham, NC",35.004636,-79.755695,42724
7886,40460,65+,4333,3442,7775,"Rockingham, NC",35.004636,-79.755695,42724
7887,40530,15-19,609,632,1241,"Rockport, TX",28.122621,-96.967501,24510
7888,40530,20-24,539,625,1164,"Rockport, TX",28.122621,-96.967501,24510
7889,40530,25-29,595,611,1206,"Rockport, TX",28.122621,-96.967501,24510
7890,40530,30-34,587,601,1188,"Rockport, TX",28.122621,-96.967501,24510
7891,40530,35-39,604,666,1270,"Rockport, TX",28.122621,-96.967501,24510
7892,40530,40-44,622,640,1262,"Rockport, TX",28.122621,-96.967501,24510
7893,40530,45-49,626,626,1252,"Rockport, TX",28.122621,-96.967501,24510
